Відділ,Номер угоди,Лінійка продукту,Стать,Вік,Ціна,Кількість,Податок 6%,Сезон,Загальна сума,Дата,Час,Тип оплати
A,249-15-9368,М'ясні продукти,Чоловік,70,1410.36,9,84.62,Весна,1636.02,2023-01-01,17:51:44,Електронний гаманець
A,465-39-5473,Фрукти та овочі,Чоловік,16,201.34,6,12.08,Весна,233.55,2023-03-25,14:43:59,Електронний гаманець
A,653-64-7699,М'ясні продукти,Жінка,34,367.23,8,22.03,Весна,425.98,2023-03-12,18:28:39,Готівкою
C,981-38-5168,Косметика,Жінка,35,1772.55,7,106.35,Весна,2056.15,2023-02-17,20:23:40,Готівкою
A,164-33-9916,Молочні продукти,Чоловік,38,270.4,10,16.22,Весна,313.66,2023-03-14,13:44:42,Електронний гаманець
B,544-76-5988,Алкоголь,Чоловік,38,696.58,2,41.79,Весна,808.03,2023-01-30,16:59:23,Оплата карткою
A,492-18-4443,Фрукти та овочі,Чоловік,73,5.58,1,0.33,Весна,6.47,2023-02-08,10:13:11,Електронний гаманець
C,665-10-2405,Косметика,Жінка,24,60.15,1,3.61,Весна,69.78,2023-01-30,12:36:32,Оплата карткою
B,905-37-9141,Алкоголь,Жінка,58,1797.34,7,107.84,Весна,2084.91,2023-02-09,14:30:22,Оплата карткою
C,580-71-7377,Інструменти,Жінка,37,2120.44,10,127.23,Весна,2459.71,2023-03-13,14:15:14,Електронний гаманець
B,705-87-2682,Солодкі напої,Чоловік,23,43.36,3,2.6,Весна,50.3,2023-01-11,19:16:55,Оплата карткою
A,782-10-8679,Фрукти та овочі,Жінка,52,141.39,9,8.48,Весна,164.01,2023-03-19,10:48:57,Оплата карткою
A,815-39-2593,Фрукти та овочі,Чоловік,23,157.31,5,9.44,Весна,182.48,2023-01-25,21:22:00,Електронний гаманець
B,576-67-5334,Солодкі напої,Чоловік,33,131.19,7,7.87,Весна,152.18,2023-03-01,13:16:22,Готівкою
A,101-25-4280,Молочні продукти,Жінка,13,111.36,4,6.68,Весна,129.18,2023-02-04,09:48:48,Електронний гаманець
B,738-70-7115,Солодкі напої,Чоловік,24,134.09,6,8.05,Весна,155.55,2023-03-07,22:04:05,Електронний гаманець
C,691-95-3883,Інструменти,Чоловік,21,3149.63,10,188.98,Весна,3653.57,2023-02-12,15:07:19,Оплата карткою
B,181-50-9256,Солодкі напої,Чоловік,39,34.87,3,2.09,Весна,40.45,2023-03-05,14:54:38,Електронний гаманець
A,732-90-5230,Молочні продукти,Чоловік,32,169.44,7,10.17,Весна,196.55,2023-02-14,21:00:14,Електронний гаманець
C,708-86-6147,Косметика,Жінка,21,2770.08,9,166.2,Весна,3213.29,2023-02-25,21:10:14,Оплата карткою
B,228-33-1061,Алкоголь,Чоловік,50,294.12,2,17.65,Весна,341.18,2023-01-15,18:24:19,Готівкою
A,431-89-5345,Молочні продукти,Жінка,14,328.09,9,19.69,Весна,380.59,2023-01-12,13:03:12,Оплата карткою
A,615-58-3473,Фрукти та овочі,Жінка,20,177.96,7,10.68,Весна,206.44,2023-02-13,15:06:40,Оплата карткою
A,787-94-6724,Солодощі,Жінка,47,17.2,1,1.03,Весна,19.95,2023-01-22,13:11:29,Електронний гаманець
B,667-79-4359,Солодкі напої,Жінка,13,143.29,10,8.6,Весна,166.22,2023-02-24,12:47:57,Електронний гаманець
C,980-66-9944,Інструменти,Чоловік,54,1904.53,9,114.27,Весна,2209.25,2023-02-28,13:56:48,Готівкою
B,514-47-3402,Солодкі напої,Жінка,39,127.55,3,7.65,Весна,147.95,2023-03-01,17:08:58,Готівкою
A,565-26-2888,Молочні продукти,Жінка,60,41.91,2,2.51,Весна,48.61,2023-01-16,20:15:27,Готівкою
B,966-11-4584,Солодкі напої,Жінка,84,107.29,3,6.44,Весна,124.46,2023-03-01,22:38:56,Готівкою
A,462-44-3423,М'ясні продукти,Чоловік,46,183.11,5,10.99,Весна,212.41,2023-01-03,21:30:24,Електронний гаманець
B,430-96-9793,Солодкі напої,Чоловік,30,74.2,5,4.45,Весна,86.07,2023-01-05,18:27:52,Готівкою
B,663-77-2702,Алкоголь,Чоловік,43,1858.76,8,111.53,Весна,2156.17,2023-01-30,16:42:54,Оплата карткою
C,954-52-6078,Інструменти,Чоловік,38,923.73,1,55.42,Весна,1071.52,2023-01-07,17:29:35,Електронний гаманець
A,199-28-5467,Фрукти та овочі,Чоловік,45,62.65,5,3.76,Весна,72.67,2023-02-24,18:13:59,Оплата карткою
A,916-98-1828,Фрукти та овочі,Чоловік,35,249.93,8,15.0,Весна,289.92,2023-02-12,18:22:43,Електронний гаманець
C,234-40-9730,Косметика,Жінка,35,2116.0,7,126.96,Весна,2454.56,2023-01-21,09:35:44,Електронний гаманець
A,381-66-4823,М'ясні продукти,Чоловік,33,580.07,8,34.8,Весна,672.88,2023-03-15,15:35:02,Готівкою
B,540-73-7120,Алкоголь,Чоловік,30,2094.31,6,125.66,Весна,2429.4,2023-02-15,19:00:22,Оплата карткою
C,316-65-9075,Інструменти,Чоловік,32,287.24,5,17.23,Весна,333.19,2023-03-17,22:09:44,Готівкою
C,488-33-5761,Інструменти,Чоловік,13,909.72,5,54.58,Весна,1055.27,2023-01-31,17:31:00,Електронний гаманець
B,269-89-1392,Солодкі напої,Чоловік,11,221.29,8,13.28,Весна,256.7,2023-03-03,15:56:15,Оплата карткою
C,199-55-5970,Інструменти,Чоловік,27,425.1,6,25.51,Весна,493.12,2023-02-17,10:04:51,Оплата карткою
C,999-73-1385,Інструменти,Чоловік,90,1860.94,10,111.66,Весна,2158.69,2023-03-03,17:35:04,Електронний гаманець
A,907-52-1697,М'ясні продукти,Жінка,42,645.97,7,38.76,Весна,749.33,2023-01-26,19:42:12,Оплата карткою
C,596-35-6549,Косметика,Жінка,17,304.66,3,18.28,Весна,353.41,2023-02-15,21:16:55,Готівкою
A,668-34-3907,Солодощі,Жінка,13,29.0,1,1.74,Весна,33.64,2023-03-13,12:40:22,Готівкою
B,961-56-8861,Солодкі напої,Чоловік,33,81.27,4,4.88,Весна,94.28,2023-01-30,18:58:48,Готівкою
C,854-53-9967,Інструменти,Чоловік,59,3728.8,7,223.73,Весна,4325.41,2023-03-12,13:16:22,Електронний гаманець
C,333-80-2426,Косметика,Жінка,21,80.21,1,4.81,Весна,93.04,2023-03-30,12:03:23,Оплата карткою
C,960-25-1821,Косметика,Чоловік,28,123.84,3,7.43,Весна,143.65,2023-03-24,14:38:05,Оплата карткою
C,677-69-5309,Інструменти,Чоловік,18,3270.18,8,196.21,Весна,3793.41,2023-02-26,17:32:03,Електронний гаманець
C,392-32-6644,Інструменти,Чоловік,24,1055.7,6,63.34,Весна,1224.61,2023-02-06,15:16:32,Оплата карткою
B,479-68-4495,Алкоголь,Чоловік,33,94.0,3,5.64,Весна,109.04,2023-02-01,16:20:03,Електронний гаманець
A,765-98-4832,М'ясні продукти,Чоловік,21,1052.53,6,63.15,Весна,1220.93,2023-01-19,22:19:52,Електронний гаманець
B,626-14-7317,Солодкі напої,Чоловік,37,141.93,6,8.52,Весна,164.64,2023-03-21,17:20:14,Готівкою
C,852-18-7134,Косметика,Жінка,18,1556.06,2,93.36,Весна,1805.03,2023-01-09,22:33:06,Готівкою
B,340-57-8280,Солодкі напої,Чоловік,12,219.91,7,13.19,Весна,255.09,2023-03-30,19:24:47,Електронний гаманець
A,501-16-2701,Молочні продукти,Чоловік,11,262.68,7,15.76,Весна,304.71,2023-02-02,14:55:25,Оплата карткою
A,330-19-3725,Фрукти та овочі,Жінка,26,287.81,8,17.27,Весна,333.86,2023-01-05,12:46:38,Електронний гаманець
C,812-97-4443,Інструменти,Жінка,52,704.71,6,42.28,Весна,817.46,2023-01-07,20:49:54,Готівкою
C,698-21-4808,Інструменти,Чоловік,14,1652.57,2,99.15,Весна,1916.98,2023-01-24,18:59:25,Електронний гаманець
A,703-85-9213,М'ясні продукти,Жінка,59,996.26,5,59.78,Весна,1155.67,2023-02-15,19:53:18,Електронний гаманець
A,338-69-9181,Солодощі,Жінка,28,921.63,7,55.3,Весна,1069.09,2023-03-19,19:46:26,Оплата карткою
A,196-30-2827,М'ясні продукти,Жінка,42,295.82,4,17.75,Весна,343.15,2023-02-16,22:14:09,Готівкою
A,796-53-2433,Молочні продукти,Жінка,66,333.62,9,20.02,Весна,387.0,2023-02-05,20:14:31,Готівкою
C,516-40-7872,Інструменти,Жінка,31,3129.52,8,187.77,Весна,3630.24,2023-01-15,21:30:32,Готівкою
C,763-57-6369,Косметика,Жінка,27,1647.99,3,98.88,Весна,1911.67,2023-01-08,15:28:03,Електронний гаманець
C,135-23-1956,Інструменти,Жінка,47,1346.56,2,80.79,Весна,1562.01,2023-03-25,15:31:22,Готівкою
C,363-75-7631,Інструменти,Чоловік,65,1640.55,6,98.43,Весна,1903.04,2023-02-14,09:48:38,Готівкою
A,509-35-1354,Молочні продукти,Чоловік,26,153.18,5,9.19,Весна,177.69,2023-03-09,16:53:05,Оплата карткою
A,246-61-6695,Молочні продукти,Жінка,53,73.59,2,4.42,Весна,85.37,2023-02-14,18:37:32,Оплата карткою
A,824-61-6324,М'ясні продукти,Жінка,51,656.1,10,39.37,Весна,761.08,2023-01-07,19:57:45,Готівкою
A,905-94-2426,Фрукти та овочі,Чоловік,39,150.98,10,9.06,Весна,175.14,2023-03-18,18:57:15,Готівкою
B,415-78-4412,Солодкі напої,Чоловік,22,165.88,5,9.95,Весна,192.42,2023-03-05,20:51:19,Оплата карткою
C,635-73-9025,Інструменти,Чоловік,20,878.55,9,52.71,Весна,1019.12,2023-02-15,13:30:57,Електронний гаманець
A,538-93-2301,Фрукти та овочі,Чоловік,19,284.2,9,17.05,Весна,329.67,2023-02-16,20:16:05,Оплата карткою
B,208-13-7798,Алкоголь,Жінка,35,582.86,9,34.97,Весна,676.12,2023-01-05,19:17:38,Оплата карткою
A,875-58-6934,М'ясні продукти,Жінка,30,521.12,8,31.27,Весна,604.5,2023-02-08,17:36:25,Оплата карткою
C,161-45-7142,Інструменти,Чоловік,10,785.05,9,47.1,Весна,910.65,2023-03-30,18:30:41,Готівкою
A,973-61-8433,Солодощі,Жінка,19,573.85,7,34.43,Весна,665.66,2023-02-21,20:36:57,Електронний гаманець
A,501-74-9997,Молочні продукти,Жінка,51,66.91,2,4.01,Весна,77.61,2023-03-23,20:43:05,Електронний гаманець
A,570-91-3445,М'ясні продукти,Чоловік,18,44.13,1,2.65,Весна,51.19,2023-01-27,14:07:59,Електронний гаманець
A,733-67-8636,Фрукти та овочі,Чоловік,47,80.86,6,4.85,Весна,93.8,2023-03-24,18:05:10,Оплата карткою
A,954-82-3121,Молочні продукти,Чоловік,47,53.39,2,3.2,Весна,61.93,2023-01-05,19:22:59,Готівкою
A,618-67-6286,Солодощі,Жінка,50,724.42,6,43.47,Весна,840.33,2023-02-27,20:42:47,Готівкою
A,108-50-3881,Солодощі,Чоловік,11,189.37,4,11.36,Весна,219.67,2023-02-16,16:16:52,Готівкою
A,527-87-8637,Молочні продукти,Жінка,31,120.64,5,7.24,Весна,139.94,2023-03-15,16:59:04,Електронний гаманець
A,143-71-6113,Солодощі,Чоловік,85,1291.56,9,77.49,Весна,1498.21,2023-02-13,20:47:31,Оплата карткою
C,350-35-8337,Інструменти,Чоловік,37,930.14,9,55.81,Весна,1078.96,2023-01-16,18:00:05,Готівкою
A,565-93-8089,М'ясні продукти,Жінка,40,131.69,2,7.9,Весна,152.76,2023-03-26,16:25:37,Електронний гаманець
A,384-37-5486,Молочні продукти,Чоловік,37,88.79,3,5.33,Весна,103.0,2023-01-30,13:31:40,Оплата карткою
C,845-64-4708,Інструменти,Чоловік,16,1288.49,7,77.31,Весна,1494.65,2023-02-17,15:52:30,Оплата карткою
A,182-82-8134,Солодощі,Жінка,35,592.79,4,35.57,Весна,687.64,2023-03-26,21:45:20,Оплата карткою
C,553-52-1994,Косметика,Чоловік,22,652.43,7,39.15,Весна,756.82,2023-02-09,15:57:18,Електронний гаманець
A,361-21-7604,Фрукти та овочі,Чоловік,59,105.73,7,6.34,Весна,122.64,2023-03-04,20:35:02,Готівкою
A,111-32-5242,Солодощі,Чоловік,83,607.89,7,36.47,Весна,705.15,2023-01-09,21:11:00,Готівкою
C,328-92-8946,Косметика,Жінка,34,1566.65,6,94.0,Весна,1817.32,2023-03-13,20:44:22,Електронний гаманець
C,358-44-1149,Косметика,Жінка,35,2001.56,5,120.09,Весна,2321.81,2023-02-05,19:53:05,Електронний гаманець
C,302-40-1129,Косметика,Жінка,21,2053.87,4,123.23,Весна,2382.49,2023-02-16,14:14:10,Електронний гаманець
A,467-73-6726,М'ясні продукти,Жінка,57,1119.41,6,67.16,Весна,1298.51,2023-01-30,19:27:47,Оплата карткою
C,806-54-9982,Інструменти,Чоловік,36,208.27,4,12.5,Весна,241.6,2023-03-18,17:06:29,Електронний гаманець
B,277-94-9394,Солодкі напої,Жінка,17,174.94,6,10.5,Весна,202.93,2023-02-13,17:37:35,Оплата карткою
A,798-36-6517,М'ясні продукти,Жінка,54,709.04,4,42.54,Весна,822.48,2023-03-28,16:20:06,Електронний гаманець
B,369-78-1698,Алкоголь,Жінка,21,72.41,1,4.34,Весна,83.99,2023-02-07,15:17:25,Електронний гаманець
A,386-91-1333,Солодощі,Жінка,32,340.41,9,20.42,Весна,394.87,2023-01-09,12:56:37,Електронний гаманець
A,469-75-1673,Молочні продукти,Чоловік,40,80.69,3,4.84,Весна,93.6,2023-01-26,19:46:51,Готівкою
B,505-42-7468,Алкоголь,Жінка,37,972.73,4,58.36,Весна,1128.36,2023-03-27,22:23:19,Електронний гаманець
B,203-46-3276,Алкоголь,Чоловік,46,1157.51,6,69.45,Весна,1342.71,2023-02-09,10:16:21,Готівкою
C,316-86-4562,Інструменти,Чоловік,50,822.36,6,49.34,Весна,953.94,2023-01-06,16:38:15,Готівкою
C,745-32-4641,Косметика,Жінка,11,1344.68,2,80.68,Весна,1559.83,2023-03-22,13:51:58,Готівкою
C,899-73-6841,Косметика,Жінка,17,70.84,2,4.25,Весна,82.17,2023-03-16,12:46:32,Електронний гаманець
A,167-22-4088,М'ясні продукти,Чоловік,42,535.03,5,32.1,Весна,620.63,2023-02-01,12:09:47,Готівкою
C,258-43-3219,Інструменти,Чоловік,26,201.41,2,12.08,Весна,233.63,2023-02-28,13:19:06,Оплата карткою
A,676-86-1602,Солодощі,Жінка,29,979.95,5,58.8,Весна,1136.74,2023-01-22,12:09:41,Електронний гаманець
A,763-78-8067,Фрукти та овочі,Жінка,35,11.99,2,0.72,Весна,13.91,2023-03-19,17:33:42,Готівкою
A,843-43-1513,М'ясні продукти,Чоловік,18,1305.44,10,78.33,Весна,1514.31,2023-02-11,20:00:25,Готівкою
B,982-64-2880,Солодкі напої,Чоловік,10,280.48,9,16.83,Весна,325.36,2023-02-26,15:10:21,Електронний гаманець
B,425-74-9845,Алкоголь,Чоловік,54,249.45,3,14.97,Весна,289.37,2023-03-15,22:48:10,Електронний гаманець
A,972-69-2495,Солодощі,Жінка,47,833.37,7,50.0,Весна,966.71,2023-03-09,13:17:52,Електронний гаманець
A,568-85-6791,М'ясні продукти,Жінка,41,517.86,7,31.07,Весна,600.72,2023-02-27,13:20:23,Оплата карткою
A,439-61-5224,Молочні продукти,Жінка,33,179.33,6,10.76,Весна,208.02,2023-03-08,16:05:11,Готівкою
A,663-40-7279,Молочні продукти,Жінка,27,274.74,9,16.48,Весна,318.69,2023-02-28,20:41:06,Електронний гаманець
C,121-32-3968,Інструменти,Чоловік,34,2398.83,5,143.93,Весна,2782.64,2023-02-26,21:38:48,Готівкою
B,593-86-2938,Солодкі напої,Чоловік,39,67.27,4,4.04,Весна,78.04,2023-02-01,14:10:33,Електронний гаманець
B,594-33-4123,Солодкі напої,Жінка,35,10.83,1,0.65,Весна,12.56,2023-02-17,12:38:43,Електронний гаманець
A,867-23-9117,Фрукти та овочі,Чоловік,53,267.5,9,16.05,Весна,310.3,2023-01-05,12:28:30,Електронний гаманець
B,533-62-5082,Алкоголь,Чоловік,45,97.4,3,5.84,Весна,112.98,2023-03-19,22:00:25,Електронний гаманець
C,963-34-7605,Інструменти,Жінка,66,1698.32,9,101.9,Весна,1970.05,2023-02-20,12:16:36,Готівкою
C,324-31-2901,Косметика,Чоловік,39,4130.1,10,247.81,Весна,4790.92,2023-02-25,11:43:12,Оплата карткою
A,150-72-6573,Солодощі,Жінка,12,65.09,2,3.91,Весна,75.51,2023-02-08,14:18:19,Оплата карткою
C,821-71-6215,Косметика,Жінка,23,2977.72,9,178.66,Весна,3454.15,2023-01-03,17:54:42,Оплата карткою
C,588-75-6082,Косметика,Чоловік,33,735.88,4,44.15,Весна,853.62,2023-02-25,13:14:59,Оплата карткою
C,496-54-4443,Інструменти,Чоловік,30,1615.84,8,96.95,Весна,1874.37,2023-03-17,12:27:07,Готівкою
C,291-48-7473,Косметика,Жінка,10,861.64,8,51.7,Весна,999.5,2023-01-18,15:27:52,Готівкою
A,465-40-7231,Солодощі,Жінка,75,468.52,2,28.11,Весна,543.48,2023-03-29,14:57:14,Готівкою
A,370-14-4942,Солодощі,Жінка,22,456.91,6,27.41,Весна,530.01,2023-02-02,19:34:04,Готівкою
B,188-50-5013,Солодкі напої,Чоловік,39,234.31,7,14.06,Весна,271.8,2023-03-09,13:01:11,Електронний гаманець
A,599-75-2559,Фрукти та овочі,Жінка,90,170.85,10,10.25,Весна,198.19,2023-02-12,20:38:54,Готівкою
B,351-73-5048,Алкоголь,Жінка,47,71.69,2,4.3,Весна,83.16,2023-03-09,16:32:55,Оплата карткою
A,331-66-8558,Фрукти та овочі,Чоловік,87,126.81,6,7.61,Весна,147.1,2023-03-09,20:07:36,Готівкою
A,675-56-9715,Солодощі,Жінка,22,734.15,7,44.05,Весна,851.61,2023-03-18,15:10:54,Оплата карткою
A,750-58-5723,М'ясні продукти,Чоловік,43,992.54,10,59.55,Весна,1151.34,2023-03-22,10:29:21,Готівкою
B,627-53-2536,Алкоголь,Жінка,73,1018.8,8,61.13,Весна,1181.81,2023-02-01,16:06:21,Готівкою
A,549-81-7295,Фрукти та овочі,Чоловік,57,19.94,2,1.2,Весна,23.13,2023-01-13,13:59:21,Електронний гаманець
A,899-42-9690,Молочні продукти,Жінка,60,273.25,7,16.39,Весна,316.96,2023-01-17,18:56:49,Електронний гаманець
C,630-23-6677,Косметика,Жінка,20,285.56,3,17.13,Весна,331.25,2023-01-28,12:04:55,Оплата карткою
B,859-69-4474,Солодкі напої,Жінка,13,120.53,7,7.23,Весна,139.81,2023-01-29,20:15:09,Готівкою
B,917-86-5382,Солодкі напої,Чоловік,27,148.48,6,8.91,Весна,172.24,2023-03-08,13:45:47,Електронний гаманець
A,742-56-6274,Солодощі,Жінка,45,15.56,1,0.93,Весна,18.05,2023-02-17,21:19:44,Оплата карткою
C,498-40-4364,Інструменти,Чоловік,21,542.78,2,32.57,Весна,629.63,2023-03-22,20:52:50,Електронний гаманець
B,952-31-3718,Солодкі напої,Чоловік,21,211.08,8,12.66,Весна,244.85,2023-03-30,17:23:05,Електронний гаманець
A,314-48-3193,Молочні продукти,Жінка,48,42.14,1,2.53,Весна,48.88,2023-03-07,14:07:52,Оплата карткою
A,516-75-6235,Солодощі,Жінка,34,756.22,8,45.37,Весна,877.21,2023-01-08,09:56:30,Електронний гаманець
B,204-73-4684,Алкоголь,Жінка,56,222.71,6,13.36,Весна,258.34,2023-03-09,13:31:05,Електронний гаманець
A,493-96-8510,Фрукти та овочі,Жінка,12,52.69,7,3.16,Весна,61.12,2023-01-27,17:16:18,Електронний гаманець
A,272-55-7670,Фрукти та овочі,Жінка,13,80.63,1,4.84,Весна,93.53,2023-02-01,14:42:02,Готівкою
C,139-44-6207,Інструменти,Чоловік,87,3498.94,10,209.94,Весна,4058.77,2023-03-03,16:20:42,Готівкою
C,631-75-3035,Косметика,Жінка,34,1717.49,9,103.05,Весна,1992.29,2023-03-21,10:55:22,Оплата карткою
C,129-53-4236,Косметика,Чоловік,32,766.55,5,45.99,Весна,889.19,2023-03-18,14:36:40,Готівкою
B,196-60-1484,Солодкі напої,Жінка,45,162.47,8,9.75,Весна,188.47,2023-03-08,15:42:40,Електронний гаманець
A,155-74-8687,Молочні продукти,Чоловік,25,139.94,6,8.4,Весна,162.33,2023-01-25,14:08:06,Електронний гаманець
C,409-50-7704,Інструменти,Чоловік,24,777.55,1,46.65,Весна,901.95,2023-02-11,15:19:52,Оплата карткою
A,269-89-1372,Фрукти та овочі,Жінка,48,7.77,1,0.47,Весна,9.02,2023-03-11,17:29:18,Оплата карткою
A,493-80-2358,М'ясні продукти,Жінка,49,1529.8,10,91.79,Весна,1774.57,2023-03-25,22:33:30,Готівкою
B,667-77-5598,Алкоголь,Чоловік,47,1170.84,8,70.25,Весна,1358.17,2023-01-06,17:23:34,Електронний гаманець
B,902-32-8298,Алкоголь,Чоловік,32,33.22,1,1.99,Весна,38.53,2023-03-13,08:42:57,Оплата карткою
B,674-34-2066,Солодкі напої,Жінка,40,190.24,8,11.41,Весна,220.67,2023-02-12,15:34:08,Готівкою
A,858-59-3158,Молочні продукти,Жінка,60,221.07,8,13.26,Весна,256.44,2023-03-03,20:00:40,Готівкою
C,754-16-6909,Косметика,Жінка,32,440.31,4,26.42,Весна,510.76,2023-02-05,14:30:23,Оплата карткою
A,659-62-5521,Солодощі,Жінка,26,420.95,8,25.26,Весна,488.3,2023-01-17,13:24:05,Електронний гаманець
B,800-69-2802,Алкоголь,Чоловік,46,1351.55,10,81.09,Весна,1567.79,2023-03-24,15:34:39,Готівкою
A,269-92-6259,Солодощі,Чоловік,11,376.34,4,22.58,Весна,436.55,2023-02-23,20:50:14,Електронний гаманець
A,512-25-6488,М'ясні продукти,Чоловік,63,780.0,9,46.8,Весна,904.8,2023-02-23,16:58:59,Електронний гаманець
A,277-39-9857,Фрукти та овочі,Жінка,60,146.08,10,8.76,Весна,169.45,2023-03-05,20:26:49,Оплата карткою
A,198-12-7348,Солодощі,Жінка,22,509.52,6,30.57,Весна,591.04,2023-01-11,08:08:46,Електронний гаманець
A,952-74-3299,М'ясні продукти,Чоловік,75,874.15,10,52.45,Весна,1014.01,2023-03-30,14:59:10,Готівкою
C,760-46-7559,Інструменти,Чоловік,30,2066.78,4,124.01,Весна,2397.47,2023-01-06,08:01:04,Оплата карткою
A,468-82-6538,М'ясні продукти,Жінка,51,254.53,6,15.27,Весна,295.25,2023-02-20,12:55:40,Електронний гаманець
A,375-19-3108,Солодощі,Чоловік,50,281.51,4,16.89,Весна,326.55,2023-01-01,11:41:52,Готівкою
B,951-27-8638,Алкоголь,Жінка,21,1965.99,10,117.96,Весна,2280.55,2023-03-29,16:05:29,Оплата карткою
B,334-20-4741,Солодкі напої,Чоловік,21,94.63,7,5.68,Весна,109.77,2023-03-16,22:53:14,Готівкою
C,320-87-9946,Косметика,Жінка,17,4051.25,10,243.07,Весна,4699.44,2023-02-24,12:41:22,Електронний гаманець
C,212-64-5052,Косметика,Чоловік,67,259.87,5,15.59,Весна,301.45,2023-02-18,19:50:43,Готівкою
B,872-76-7515,Алкоголь,Жінка,61,1733.45,10,104.01,Весна,2010.81,2023-02-11,20:37:00,Готівкою
B,210-78-6573,Алкоголь,Жінка,66,329.01,1,19.74,Весна,381.65,2023-03-15,13:41:24,Готівкою
A,255-79-3030,М'ясні продукти,Чоловік,32,811.89,8,48.71,Весна,941.79,2023-01-16,14:59:14,Оплата карткою
C,498-46-1379,Інструменти,Жінка,18,413.63,3,24.82,Весна,479.81,2023-02-09,20:51:11,Електронний гаманець
C,599-18-7406,Інструменти,Чоловік,22,1734.0,1,104.04,Весна,2011.44,2023-02-19,14:57:46,Готівкою
A,144-55-8946,Солодощі,Жінка,43,775.31,9,46.52,Весна,899.36,2023-03-30,18:06:30,Готівкою
C,658-61-7491,Косметика,Жінка,49,1386.19,2,83.17,Весна,1607.98,2023-03-10,14:07:50,Оплата карткою
A,583-32-3288,Фрукти та овочі,Чоловік,24,67.95,4,4.08,Весна,78.83,2023-02-17,16:48:53,Оплата карткою
B,560-30-7367,Алкоголь,Чоловік,24,1136.64,4,68.2,Весна,1318.5,2023-01-25,15:00:50,Електронний гаманець
B,959-74-4570,Алкоголь,Чоловік,28,1383.92,6,83.04,Весна,1605.35,2023-03-22,20:08:14,Готівкою
B,666-77-1017,Алкоголь,Чоловік,63,1059.93,5,63.6,Весна,1229.52,2023-01-01,19:48:39,Готівкою
A,529-47-3898,Солодощі,Жінка,21,601.1,5,36.07,Весна,697.28,2023-01-31,18:16:41,Оплата карткою
B,326-58-5982,Солодкі напої,Чоловік,12,140.43,8,8.43,Весна,162.9,2023-02-22,13:47:40,Готівкою
B,448-72-8517,Солодкі напої,Чоловік,12,11.99,1,0.72,Весна,13.91,2023-03-23,20:52:16,Електронний гаманець
A,696-22-8131,Солодощі,Чоловік,79,632.84,3,37.97,Весна,734.09,2023-01-17,08:37:40,Готівкою
C,154-46-8762,Косметика,Жінка,32,1149.42,5,68.97,Весна,1333.33,2023-03-23,22:50:11,Оплата карткою
B,309-16-4806,Алкоголь,Чоловік,43,1278.6,3,76.72,Весна,1483.18,2023-03-12,14:14:24,Готівкою
A,745-14-1971,Молочні продукти,Жінка,68,303.39,8,18.2,Весна,351.93,2023-03-10,17:51:54,Оплата карткою
A,978-98-9973,Фрукти та овочі,Жінка,33,237.15,5,14.23,Весна,275.1,2023-01-28,22:48:46,Електронний гаманець
C,509-21-9641,Інструменти,Чоловік,32,3489.28,10,209.36,Весна,4047.57,2023-03-08,22:59:17,Оплата карткою
B,459-87-2882,Алкоголь,Чоловік,47,1251.38,10,75.08,Весна,1451.6,2023-03-25,19:00:15,Електронний гаманець
A,978-77-1234,Солодощі,Жінка,36,139.93,3,8.4,Весна,162.32,2023-03-12,18:06:55,Електронний гаманець
C,824-55-5839,Косметика,Жінка,20,226.46,2,13.59,Весна,262.7,2023-02-01,08:02:21,Оплата карткою
B,384-67-1466,Алкоголь,Чоловік,51,844.04,3,50.64,Весна,979.08,2023-02-13,20:35:40,Оплата карткою
B,441-22-2644,Солодкі напої,Чоловік,16,120.15,6,7.21,Весна,139.38,2023-03-10,13:03:13,Електронний гаманець
A,686-24-7226,М'ясні продукти,Чоловік,20,239.59,1,14.38,Весна,277.93,2023-03-14,13:42:39,Оплата карткою
A,391-28-9737,Фрукти та овочі,Жінка,60,52.03,3,3.12,Весна,60.35,2023-02-18,20:46:23,Електронний гаманець
A,577-88-5882,Солодощі,Чоловік,50,992.03,9,59.52,Весна,1150.75,2023-01-08,16:27:10,Електронний гаманець
A,654-78-4798,Фрукти та овочі,Жінка,13,116.95,5,7.02,Весна,135.66,2023-01-18,21:17:56,Оплата карткою
A,510-91-3203,Молочні продукти,Жінка,13,213.27,5,12.8,Весна,247.4,2023-01-27,21:48:50,Готівкою
B,721-27-8711,Алкоголь,Чоловік,60,54.59,1,3.28,Весна,63.33,2023-01-20,18:59:57,Готівкою
B,698-44-7393,Алкоголь,Чоловік,51,1459.78,4,87.59,Весна,1693.35,2023-02-20,14:29:46,Електронний гаманець
A,308-21-9835,Солодощі,Жінка,38,678.83,10,40.73,Весна,787.44,2023-03-30,17:50:04,Оплата карткою
C,613-39-9157,Інструменти,Чоловік,35,1055.76,6,63.35,Весна,1224.69,2023-01-03,08:46:19,Готівкою
A,539-79-4319,М'ясні продукти,Чоловік,10,438.39,10,26.3,Весна,508.53,2023-02-03,14:38:00,Оплата карткою
B,653-52-3782,Солодкі напої,Чоловік,18,64.95,2,3.9,Весна,75.35,2023-02-06,22:44:37,Готівкою
A,540-25-6972,Молочні продукти,Чоловік,55,304.91,9,18.29,Весна,353.69,2023-01-01,08:15:32,Готівкою
A,943-26-6943,Солодощі,Чоловік,64,43.64,2,2.62,Весна,50.62,2023-01-02,16:48:06,Готівкою
